posX,posY,depth,avgCount
2,2276,2,8
2,2324,3,18
2,2333,1,3
2,2401,4,27
2,2645,1,5
2,2649,1,4.66666666666667
2,2726,2,7.5
2,2738,3,15
2,2799,1,3
2,2802,4,21
2,2991,4,27
2,2992,3,14
2,3137,3,17
2,3185,4,25
2,3227,1,5
2,3371,3,17
2,3393,1,5
3,25,9,33
3,42,8,34
3,151,4,22.5
3,169,2,9
3,215,1,4
3,231,10,46
3,272,1,4.33333333333333
3,379,4,23
3,510,2,9
3,566,3,14
3,684,4,25
3,784,1,3
3,831,3,14
3,854,1,4
3,1133,3,13.5
3,1153,3,14
3,1166,2,9
3,1201,5,29
3,1345,1,3
3,1374,3,17
3,1431,1,4.5
3,1432,3,14.5
3,1470,1,4
3,1523,1,4.5
3,1527,3,12
3,1530,2,9
3,1576,2,8.5
3,1636,2,7
3,1756,2,11
3,1771,7,33
3,1791,1,4
3,1827,4,25
3,1845,5,27
3,1874,8,30
3,1886,1,4.5
3,1934,2,8
3,1991,4,18
3,2016,5,22
3,2030,1,4.5
3,2070,3,16
3,2214,1,4
3,2302,2,11
3,2303,2,8
3,2432,5,32
3,2481,1,4
3,2553,5,25
3,2707,2,8
3,2857,1,5
3,2982,1,3.5
3,3079,1,4.5
3,3085,1,4
3,3276,2,9
3,3326,1,4
4,186,5,28
4,267,9,32
4,287,10,39
4,300,3,16
4,317,3,15
4,349,2,8
4,425,6,37
4,433,6,24
4,480,1,4.33333333333333
4,514,3,18
4,520,1,3
4,564,6,29
4,620,9,36
4,683,7,32
4,753,4,25
4,819,2,8
4,833,5,28
4,869,3,14
4,877,4,24
4,887,6,32
4,893,6,37
4,923,6,31
4,1057,4,26
4,1076,5,23
4,1165,2,11
4,1221,1,4.5
4,1283,3,18
4,1301,3,17
4,1421,4,26
4,1429,4,25
4,1463,1,5
4,1473,1,3
4,1509,4,23
4,1649,1,4
4,1690,1,5
4,1790,3,14.5
4,1838,4,21
4,1847,3,17
4,1865,5,27
4,1905,3,16
4,1982,8,41
4,2024,2,7
4,2035,4,21
4,2052,3,12
4,2063,4,20
4,2147,3,16
4,2220,2,10
4,2247,2,8
4,2275,2,11
4,2339,3,13
4,2364,3,13
4,2392,5,29
4,2396,4,27
4,2418,4,25
4,2458,1,4
4,2517,2,7
4,2518,2,8
4,2562,1,3
4,2680,1,4
4,2839,4,27
4,2899,4,26
4,2949,4,19
4,2975,1,5
4,3072,2,7.5
4,3076,1,4
4,3091,1,3
4,3138,3,16
4,3151,1,5
4,3175,1,4
4,3276,1,3
4,3308,3,17
4,3339,1,3
4,3425,2,7
5,115,9,28
5,121,1,3.5
5,127,2,8
5,177,9,46
5,195,1,4.5
5,216,3,13.5
5,220,7,29
5,224,8,31
5,302,3,14
5,344,1,3.5
5,371,1,3.5
5,425,5,27
5,456,4,26
5,467,2,7.5
5,504,5,29
5,681,1,4.5
5,712,2,7.5
5,755,4,22
5,780,1,4
5,790,1,3.5
5,795,2,9.5
5,892,3,14
5,906,5,25
5,927,4,25.5
5,930,1,3
5,933,4,24.5
5,958,1,3
5,1050,4,24
5,1404,2,8
5,1643,1,3.5
5,1647,3,14.5
5,1693,2,8
5,1768,3,13
5,1785,2,11
5,1803,3,17
5,1857,1,3.5
5,1887,1,3.5
5,1904,7,28
5,1911,8,30
5,1928,8,42
5,1950,8,32
5,1961,8,27
5,2080,1,4.5
5,2092,2,8
5,2137,1,4
5,2195,3,13
5,2204,3,18
5,2282,2,7
5,2809,1,4
5,2829,1,4
5,2979,3,18
5,3275,2,8
5,3296,2,9
6,27,6,24
6,42,8,42
6,55,9,33
6,68,6,24
6,84,8,33
6,92,6,23
6,263,2,8
6,321,3,17
6,400,3,16
6,434,2,9
6,499,3,15
6,590,2,8
6,606,6,31
6,887,1,5
6,914,2,7
6,1040,2,8
6,1041,2,11
6,1112,3,16
6,1157,2,11
6,1210,3,13
6,1305,3,13
6,1344,3,18
6,1448,2,11
6,1451,2,7
6,1861,9,30
6,1935,7,31
6,1945,9,43
6,1952,1,4
6,1982,7,28
6,1993,3,17
6,2005,7,40
6,2124,5,30
6,2150,1,4
6,2199,1,3
6,2244,6,28
6,2245,7,28
6,2273,4,28
6,2315,1,3
6,2342,3,17
6,2441,4,28
6,2442,2,10
6,2459,6,26
6,2495,1,5
6,2515,2,11
6,2779,4,22
6,2872,2,8
6,2956,4,22
6,2974,2,7
6,3156,4,28
6,3173,3,18
6,3212,1,5
6,3233,1,3
6,3466,4,22
7,139,8,33
7,140,6,24
7,171,1,3.5
7,172,7,25
7,177,4,26
7,194,7,34
7,236,4,22
7,269,7,27
7,295,6,30
7,390,2,9
7,425,3,12.5
7,518,6,27
7,523,1,4
7,538,3,17
7,559,5,31
7,591,6,36
7,603,6,37
7,663,2,8.5
7,677,4,25
7,730,1,4.5
7,737,3,18
7,750,4,27
7,804,4,23
7,807,4,27
7,870,1,4
7,927,4,23
7,1041,4,28
7,1112,3,15
7,1167,3,16
7,1340,3,14
7,1360,3,13
7,1443,4,20
7,1503,1,3
7,1533,3,16
7,1700,2,8
7,1748,3,18
7,1779,8,30
7,1839,2,10.5
7,1864,5,21
7,1889,3,12.5
7,1957,10,44
7,1961,2,9.5
7,1976,2,9
7,2054,5,23
7,2157,1,5
7,2191,3,18
7,2221,4,28
7,2278,2,7.5
7,2347,3,14
7,2542,5,26
7,2601,3,16
7,2604,6,34
7,2605,1,4.5
7,2621,1,3
7,2660,2,9.5
7,2712,6,30
7,2809,6,23
7,2810,2,9
7,2817,1,3.5
7,2968,6,23
7,2970,2,8
7,2979,4,24
7,3009,1,3.5
7,3025,5,33
7,3027,6,29
7,3091,6,33
7,3099,7,26
7,3120,5,33
7,3179,4,25
7,3216,5,27
7,3233,4,21
7,3251,5,30
7,3270,4,28
7,3332,2,7
7,3344,2,7
7,3360,1,4
7,3397,3,12
7,3409,3,18
8,35,4,27
8,130,3,12
8,146,4,19
8,185,5,22
8,246,1,4
8,332,2,9.5
8,367,1,4.5
8,414,4,28
8,506,4,27
8,528,5,31
8,585,1,4
8,606,4,25
8,658,1,3
8,681,1,5
8,772,2,11
8,810,1,3
8,930,1,4
8,979,1,4
8,1064,3,17
8,1113,3,12
8,1119,2,8
8,1169,1,4
8,1252,3,14
8,1266,1,4
8,1809,1,4
8,1891,1,3.5
8,1899,5,23
8,1901,5,27
8,1931,9,29
8,1978,1,4
8,2054,4,22.5
8,2136,5,28
8,2139,3,18
8,2144,4,21.5
8,2189,3,14.5
8,2201,4,22
8,2233,4,27
8,2238,2,7.33333333333333
8,2267,4,23
8,2309,2,9
8,2424,3,16.5
8,2440,3,17
8,2464,4,21
8,2593,4,20
8,2610,1,4.66666666666667
8,2614,2,10
8,2633,2,9
8,2669,2,10
8,2708,4,26
8,2850,1,5
8,2937,4,23
8,2947,4,28
8,2954,2,7
8,3016,3,15
8,3087,4,23
8,3151,1,4
8,3322,4,27
8,3330,2,9
8,3358,2,10
8,3359,4,27
8,3412,2,11
8,3460,3,16
9,29,2,11
9,56,2,7.5
9,62,4,21
9,72,8,29
9,74,2,8.5
9,95,2,9
9,176,2,8.33333333333333
9,199,5,33
9,230,1,4
9,237,1,3.66666666666667
9,304,6,27
9,362,3,17
9,428,4,18
9,429,2,11
9,436,3,17
9,445,4,27
9,452,1,3.66666666666667
9,455,3,13
9,477,4,28
9,502,5,29
9,555,3,14
9,620,3,17
9,649,1,4.5
9,678,4,28
9,931,1,4
9,964,2,11
9,1193,2,7
9,1226,1,3
9,1678,1,4
9,1774,3,12.5
9,1781,1,4
9,1793,9,43
9,1821,2,9.5
9,1839,5,27
9,1865,2,9
9,1873,2,8.33333333333333
9,1890,6,24
9,1936,1,4.33333333333333
9,1937,8,39
9,1998,4,22.5
9,2038,3,17.5
9,2041,4,26.5
9,2059,4,24
9,2091,2,9.5
9,2125,1,4
9,2144,5,23
9,2197,1,3.33333333333333
9,2199,3,17.5
9,2255,5,24
9,2269,2,8.5
9,2331,1,3
9,2339,2,11
9,2340,1,5
9,2372,2,7.5
9,2475,1,3.5
9,2613,1,3.5
9,2692,2,9
9,2728,4,22
9,2736,2,7
9,2741,3,17
9,2743,3,16
9,2764,3,12
9,2787,2,9.5
9,2836,2,7
9,2873,4,26
9,2887,2,7
9,2956,3,17
9,2982,4,25
9,2999,3,12
9,3060,3,17
9,3073,1,5
9,3092,2,8
9,3098,5,33
9,3210,1,5
9,3283,1,3
9,3299,1,4
9,3344,2,7
9,3462,3,18
9,3482,3,17
10,56,2,9
10,105,1,4
10,138,6,31
10,144,10,44
10,146,4,27
10,211,4,24
10,314,6,37
10,390,6,28
10,462,2,8
10,488,5,22
10,533,5,21
10,570,2,8
10,614,1,3
10,625,1,4
10,667,3,18
10,744,3,15
10,758,4,23
10,846,1,3
10,962,3,16
10,1125,1,3
10,1141,4,28
10,1173,4,19
10,1234,2,9
10,1252,2,7
10,1393,2,8
10,1400,3,13
10,1799,2,10
10,1833,7,39
10,1850,7,25
10,1861,3,16
10,1867,1,4
10,1923,8,41
10,1927,7,28
10,2082,1,4
10,2096,2,7
10,2102,4,21
10,2110,2,8.5
10,2121,4,20
10,2122,3,18
10,2308,2,10
10,2401,1,3.5
10,2435,5,31
10,2442,3,15
10,2456,4,22
10,2500,1,4
10,2583,3,17
10,2728,4,22
10,2735,1,4
10,2749,2,7
10,2852,3,17
10,2875,2,10
10,3229,1,4
10,3275,3,13
10,3333,1,5
10,3363,2,7
10,3416,1,5
10,3457,1,4
11,80,5,24
11,90,1,4
11,138,1,3.5
11,184,5,26
11,216,7,28
11,260,10,39
11,266,8,35
11,286,2,8
11,289,6,36
11,312,8,42
11,319,5,29
11,336,3,13
11,355,9,39
11,384,2,7
11,390,5,29
11,437,1,3.5
11,439,2,7
11,466,2,9
11,498,5,21
11,535,3,17
11,540,4,25
11,570,3,12
11,640,3,12
11,651,1,4
11,853,2,8
11,877,2,11
11,921,3,13
11,922,5,26
11,953,4,27
11,995,6,34
11,1009,4,20
11,1023,4,21
11,1129,5,30
11,1156,5,26
11,1204,4,22
11,1217,4,19
11,1243,5,32
11,1263,1,4
11,1437,2,10
11,1473,1,3.5
11,1523,2,9
11,1590,4,18
11,1613,4,26
11,1624,6,26
11,1669,2,10
11,1699,2,11
11,1730,2,9
11,1823,8,28
11,1841,4,23
11,1855,7,30
11,1879,4,25
11,1888,7,26
11,1895,3,18
11,1906,3,15
11,1968,1,4
11,2038,4,22
11,2124,2,11
11,2206,4,27
11,2225,4,23
11,2230,1,3.5
11,2256,2,10.5
11,2319,2,8
11,2573,2,10
11,2645,1,4
11,2656,1,4
11,2674,1,3.5
11,2694,1,4
11,2739,3,12
11,2756,3,12
11,3015,1,3
11,3164,3,14
11,3194,1,5
11,3273,1,4
11,3324,2,8
11,3417,1,5
12,38,4,23
12,76,7,31
12,88,4,23
12,101,5,22
12,108,1,4
12,118,1,3.5
12,135,3,16.5
12,175,1,4
12,182,2,9
12,219,7,38
12,242,4,20.5
12,330,1,4.5
12,337,10,37
12,367,5,24.5
12,368,9,36
12,614,1,5
12,694,4,19.5
12,717,4,19.5
12,743,3,16
12,766,4,23.5
12,795,6,25
12,945,2,9.5
12,950,1,4.5
12,983,5,30
12,1111,3,12
12,1127,5,30
12,1208,4,27
12,1252,3,17
12,1267,1,5
12,1364,4,21
12,1496,4,19.5
12,1520,2,10.5
12,1591,2,10
12,1689,3,16
12,1693,3,17
12,1792,5,23
12,1797,6,32
12,1818,9,35
12,1867,6,27
12,1898,6,37
12,1958,3,15
12,1964,9,34
12,1983,1,3.5
12,2005,1,4
12,2016,1,4
12,2041,4,28
12,2065,4,27
12,2076,4,24
12,2092,5,21
12,2111,2,11
12,2128,2,11
12,2218,6,37
12,2242,6,29
12,2362,2,9
12,2363,1,4
12,2439,4,25
12,2447,1,4
12,2506,1,4
12,2515,3,12
12,2563,1,3
12,2579,4,25
12,2711,1,3
12,2824,4,21
12,2901,1,5
12,2931,4,24
12,3014,2,8
12,3054,2,8
12,3187,3,16
12,3196,2,10
12,3239,4,27
12,3255,4,24
12,3293,1,5
12,3372,1,5
12,3438,4,27
13,20,1,3.66666666666667
13,59,8,28
13,89,10,41
13,94,5,26
13,109,8,42
13,144,9,38
13,188,1,3.66666666666667
13,209,8,28
13,246,1,4.33333333333333
13,247,7,40
13,278,6,37
13,307,2,8.33333333333333
13,327,5,27.5
13,344,7,38
13,369,1,4
13,371,6,27
13,409,5,26
13,415,7,38
13,434,2,7.5
13,486,5,25
13,513,5,23.5
13,530,8,36
13,534,3,13.5
13,544,4,22
13,567,2,7.66666666666667
13,615,3,16
13,631,8,34
13,670,2,9.66666666666667
13,732,3,15
13,739,6,25
13,909,5,32
13,962,3,14.5
13,1016,6,34
13,1022,1,3
13,1027,3,17
13,1042,2,9
13,1091,6,26
13,1100,6,33
13,1117,4,24
13,1149,7,29
13,1151,1,4.33333333333333
13,1161,4,25
13,1172,4,23
13,1173,7,41
13,1265,2,7.5
13,1278,7,28
13,1322,3,12
13,1328,2,8.5
13,1329,3,16.5
13,1341,2,8.5
13,1347,4,26
13,1484,1,4
13,1510,2,9
13,1542,1,5
13,1695,7,40
13,1703,6,34
13,1751,4,23
13,1922,5,31
13,1982,4,24
13,2016,5,21
13,2017,2,9.5
13,2048,6,29
13,2062,3,17
13,2122,2,10.5
13,2138,4,25.5
13,2291,1,4.5
13,2369,4,20
13,2423,4,24
13,2464,1,3.5
13,2505,4,24.5
13,2592,2,9.5
13,2626,1,4
13,2653,2,10
13,2692,4,26.5
13,2885,3,13
13,2939,3,18
13,2965,2,8.5
13,2977,4,20
13,2983,1,5
13,3130,2,10
13,3136,3,17
13,3206,2,10
13,3216,1,4
13,3291,2,9.5
13,3477,2,8
14,55,5,22
14,67,8,32
14,72,1,3.33333333333333
14,93,4,20
14,135,5,28
14,166,3,16
14,188,10,44
14,191,3,15.5
14,197,9,37
14,228,6,23
14,240,3,17
14,273,2,10.5
14,275,1,4
14,289,3,15
14,315,2,10.5
14,327,2,10
14,336,5,28.5
14,338,6,27.5
14,341,5,31.5
14,344,6,30
14,353,8,32
14,379,1,4
14,406,5,24.5
14,421,3,13
14,471,3,17
14,488,5,22
14,505,6,32
14,525,2,10
14,542,5,25
14,592,7,40
14,690,2,9
14,777,2,8
14,790,1,4
14,847,2,8
14,854,5,27
14,871,1,4.5
14,874,5,31
14,888,7,40
14,928,2,9
14,969,1,4.5
14,971,5,26
14,978,7,33
14,992,1,4.5
14,1008,6,25
14,1076,7,39
14,1080,7,35
14,1092,4,19
14,1168,4,18
14,1227,1,3.5
14,1238,4,22
14,1267,6,33
14,1277,2,9
14,1321,3,13
14,1324,1,4
14,1383,1,3
14,1385,4,24
14,1401,5,30
14,1406,2,8.5
14,1509,3,16
14,1609,2,8
14,1659,3,13
14,1703,2,8
14,1704,1,3
14,1842,10,32
14,1910,4,26
14,1922,7,28
14,1924,9,45
14,1935,8,35
14,1952,7,25
14,1995,3,16
14,1998,4,20
14,2041,6,34
14,2073,6,31
14,2190,3,15.5
14,2213,5,29
14,2222,4,25
14,2225,5,23
14,2240,1,5
14,2268,5,30
14,2341,6,36
14,2527,3,17
14,2530,5,23
14,2555,2,9
14,2566,3,18
14,2592,1,4.5
14,2609,1,5
14,2670,3,14
14,2678,5,25
14,2732,3,16
14,2734,5,24
14,2775,3,18
14,2853,4,20
14,2898,5,31
14,2955,4,23
14,2971,5,30
14,3052,2,8
14,3101,5,25
14,3103,7,34
14,3132,2,7
14,3328,1,3.5
14,3384,1,5
14,3388,3,14
14,3409,2,9
14,3427,1,4
14,3438,1,5
15,14,8,39
15,19,7,25
15,79,1,3.5
15,113,1,4
15,119,3,16
15,157,5,26
15,177,4,22.6666666666667
15,191,2,9.33333333333333
15,198,6,27
15,206,2,8.66666666666667
15,212,4,19.3333333333333
15,213,10,39
15,271,7,34
15,274,2,9.66666666666667
15,507,4,22
15,722,3,15
15,745,4,26.3333333333333
15,761,1,4.75
15,817,4,20
15,818,4,22
15,822,3,16
15,842,3,13
15,847,4,27
15,850,6,35
15,871,2,9.66666666666667
15,967,3,14
15,974,6,30
15,987,4,23
15,1003,5,33
15,1080,1,3.33333333333333
15,1090,3,13
15,1168,5,27
15,1228,1,3.33333333333333
15,1276,2,9.66666666666667
15,1281,1,4.33333333333333
15,1324,6,23
15,1339,3,17
15,1417,3,18
15,1428,1,4.66666666666667
15,1497,4,27
15,1533,2,11
15,1596,2,8
15,1738,5,26
15,1806,2,8.66666666666667
15,1833,7,34
15,1854,2,8.33333333333333
15,1863,2,10.3333333333333
15,1874,5,31
15,1891,7,30
15,1922,5,27
15,1931,2,7.66666666666667
15,1982,2,11
15,2002,2,8.33333333333333
15,2033,2,8.33333333333333
15,2034,7,41
15,2205,4,20
15,2228,6,23
15,2258,2,8.66666666666667
15,2355,4,22.6666666666667
15,2582,4,20
15,2717,2,8
15,2729,1,4.33333333333333
15,2775,3,15
15,2887,2,8.33333333333333
15,2956,3,14
15,3002,3,18
15,3241,1,3.33333333333333
15,3306,3,18
15,3320,3,18
15,3349,1,4
15,3395,1,5
15,3497,1,4
16,100,7,33
16,113,2,7.66666666666667
16,139,9,44
16,183,8,27
16,333,6,29
16,402,10,45
16,475,3,12
16,480,6,37
16,488,3,14
16,539,7,41
16,621,5,21
16,623,10,45
16,663,6,28
16,720,2,7.33333333333333
16,787,6,25
16,791,6,36
16,894,4,24
16,899,3,12
16,1122,3,16.6666666666667
16,1145,1,3.33333333333333
16,1196,5,22
16,1241,1,4.33333333333333
16,1267,6,26
16,1290,4,21
16,1341,2,11
16,1384,3,17
16,1396,4,26
16,1458,2,8
16,1473,4,22.3333333333333
16,1525,5,31
16,1612,1,4.33333333333333
16,1652,1,4.33333333333333
16,1700,5,33
16,1711,3,17
16,1879,6,25
16,1908,2,9
16,1967,6,34
16,1977,9,43
16,1981,5,23
16,1984,4,21
16,1990,9,35
16,2104,4,20
16,2134,3,17
16,2201,5,22
16,2213,1,3.33333333333333
16,2233,1,5
16,2252,4,26
16,2290,1,4
16,2366,5,22
16,2417,3,14
16,2469,2,8
16,2568,3,12
16,2683,1,3
16,2695,3,16
16,2732,3,16
16,2919,3,17
16,3161,1,4
16,3278,2,11
16,3294,1,5
16,3375,1,5
17,44,3,12
17,84,3,17.3333333333333
17,116,6,28
17,124,1,4.33333333333333
17,137,3,16.6666666666667
17,156,4,28
17,250,2,9.66666666666667
17,284,5,32
17,399,3,13
17,521,3,17
17,541,5,25
17,574,2,8
17,597,3,16
17,626,4,22
17,678,2,8
17,764,1,4
17,796,3,15
17,824,4,18
17,931,4,19
17,1055,1,4
17,1297,1,5
17,1406,3,14
17,1450,1,4
17,1922,2,10
17,2043,1,4
17,2270,1,3
17,2370,2,10
18,19,1,5
18,67,9,39
18,87,9,36
18,115,6,25
18,121,10,30
18,136,1,3.5
18,149,7,39
18,218,3,16
18,265,1,3.5
18,274,2,8
18,299,2,9
18,310,2,11
18,451,2,10
18,518,1,4
18,562,3,18
18,600,2,8
18,913,2,10
18,943,3,17
18,976,2,11
18,1097,3,14
18,1126,2,10
18,1401,1,4
18,1434,2,11
18,1610,1,4
18,1686,1,3
18,1942,9,43
18,1971,4,27
18,1980,2,10
18,2008,1,4
18,2034,6,34
18,2096,7,41
18,2272,1,3
18,2442,5,24
18,2604,1,4
18,2622,3,12
18,2634,2,8
18,2636,4,26
18,2690,4,27
18,2777,4,27
18,2803,1,3
18,2823,3,18
18,2837,4,24
18,2963,3,18
18,3056,2,10
18,3106,4,24
18,3107,1,5
18,3277,4,22
19,1,1,4
19,157,1,4
19,424,1,3
19,596,1,3
19,598,1,5
19,864,1,4
19,1836,3,12
19,1996,2,8
19,2033,3,13
19,2129,1,5
19,2193,4,24
19,2349,1,4
19,2579,4,28
19,2634,2,8
20,38,9,39
20,64,10,32
20,93,2,10
20,137,2,8
20,139,1,4
20,142,1,4
20,231,2,9
20,246,3,12
20,278,2,10
20,279,6,26
20,300,10,44
20,348,4,25
20,440,3,12
20,471,3,18
20,474,6,25
20,605,6,32
20,809,5,21
20,858,2,10
20,860,1,4
20,889,5,30
20,900,5,28
20,946,1,3
20,949,6,34
20,972,3,18
20,994,6,36
20,1137,5,25
20,1154,2,9
20,1166,4,25
20,1177,1,4
20,1320,4,22
20,1393,2,8
20,1422,5,31
20,1543,5,27
20,1557,2,10
20,1626,4,23
20,1658,1,5
20,1679,1,3
20,1717,2,9
20,1778,9,41
20,1784,8,33
20,1826,5,32
20,1901,10,29
20,1939,1,4
20,1951,10,42
20,1957,1,4
20,2102,4,18
20,2104,4,22
20,2193,2,8
20,2279,5,21
20,2283,4,27
20,2329,4,20
20,2527,2,7
20,2568,3,13
20,2736,2,11
20,2737,3,15
20,2826,4,27
20,2831,3,14
20,2834,4,22
20,2862,2,11
20,2937,1,3
20,2964,3,15
20,3011,3,12
20,3038,3,12
20,3069,2,8
20,3160,2,8
20,3230,1,4
20,3282,1,4
20,3307,1,4
20,3359,1,5
21,8,4,22
21,108,1,5
21,150,1,5
21,185,3,17
21,290,1,4
21,349,1,4
21,431,1,5
21,656,4,25
21,660,3,18
21,819,1,5
21,853,3,14
21,920,2,7
21,932,2,9
21,1063,1,5
21,1367,1,3
21,1405,3,17
21,1575,2,9
21,1896,2,11
21,1923,2,9
21,1976,3,17
21,2085,1,5
21,2203,1,4
21,2489,1,5
21,2955,1,5
21,3140,1,5
21,3150,2,8
21,3216,2,11
21,3298,1,3
21,3389,2,7
22,87,6,29
22,88,4,20
22,130,3,13.5
22,199,2,11
22,276,1,4.5
22,284,5,29
22,392,1,4.5
22,447,6,34
22,501,7,30
22,538,2,7
22,545,4,25
22,563,6,29
22,567,6,36
22,610,4,19
22,634,3,18
22,684,3,12
22,734,5,27
22,812,1,4.5
22,881,3,16
22,893,2,10
22,998,1,4
22,1020,6,37
22,1088,4,21
22,1145,4,24
22,1249,4,27
22,1304,4,23
22,1350,1,5
22,1358,4,25
22,1387,4,26
22,1470,5,27
22,1479,5,29
22,1490,2,8
22,1501,2,7
22,1590,4,23
22,1816,3,13
22,1854,2,8.5
22,1866,4,18
22,1892,1,4
22,1905,5,31
22,1906,5,22
22,1948,4,26
22,1974,3,15
22,1979,5,27
22,2035,1,4
22,2065,1,5
22,2126,1,4
22,2161,2,11
22,2163,3,18
22,2176,5,31
22,2300,4,20
22,2330,2,11
22,2362,4,26
22,2475,2,10
22,2672,3,15
22,2736,4,22
22,2770,1,5
22,2902,3,12
22,2916,1,5
22,2925,4,24
22,2928,1,4
22,2988,3,14
22,3053,2,8
22,3182,2,7
22,3488,3,17
23,61,1,3.5
23,123,5,25.5
23,127,10,39
23,134,1,3.5
23,142,2,8
23,161,9,28
23,219,6,24
23,273,3,18
23,279,2,11
23,291,5,28.5
23,308,2,9.5
23,343,6,36
23,346,5,21
23,439,3,14
23,484,4,21.5
23,511,3,15
23,534,6,37
23,634,6,29
23,684,1,4
23,735,6,26
23,762,2,8
23,811,4,27
23,846,2,8
23,912,4,26
23,988,5,24
23,1036,3,15
23,1049,2,9.5
23,1105,4,27
23,1132,3,15
23,1138,3,14
23,1188,1,5
23,1304,1,3
23,1323,4,25
23,1330,4,28
23,1343,5,28
